ID,CIUU,CATEGORY,PROFID,FUELTYPE,ROW,COL,LAT,LON,POLNAME,UNIT,E00h,E01h,E02h,E03h,E04h,E05h,E06h,E07h,E08h,E09h,E10h,E11h,E12h,E13h,E14h,E15h,E16h,E17h,E18h,E19h,E20h,E21h,E22h,E23h,E24h
I489,D1511,GLP,92048,GLP,37,29,4.59947222222,-74.0886388889,CO,g/h,1.85095842873,1.85095842873,1.85095842873,1.85095842873,1.85095842873,1.85095842873,1.85095842873,5.5528752862,5.5528752862,5.5528752862,5.5528752862,5.5528752862,5.5528752862,5.5528752862,5.5528752862,5.5528752862,5.5528752862,5.5528752862,5.5528752862,1.85095842873,1.85095842873,1.85095842873,1.85095842873,1.85095842873,1.85095842873
I488,D2731,HC,92084,Carbon,35,37,4.59459634919,-74.0961358377,CO,g/h,3.16834646369,3.16834646369,3.16834646369,3.16834646369,3.16834646369,3.16834646369,3.16834646369,9.50503939108,9.50503939108,9.50503939108,9.50503939108,9.50503939108,9.50503939108,9.50503939108,9.50503939108,9.50503939108,9.50503939108,9.50503939108,9.50503939108,3.16834646369,3.16834646369,3.16834646369,3.16834646369,3.16834646369,3.16834646369
I483,D2411,HG2,92048,GNV,31,34,4.59513494526,-74.0958231408,CO,g/h,0.1183786728,0.1183786728,0.1183786728,0.1183786728,0.1183786728,0.1183786728,0.1183786728,0.355136018401,0.355136018401,0.355136018401,0.355136018401,0.355136018401,0.355136018401,0.355136018401,0.355136018401,0.355136018401,0.355136018401,0.355136018401,0.355136018401,0.1183786728,0.1183786728,0.1183786728,0.1183786728,0.1183786728,0.1183786728
I482,D2423,CG3,92048,GNV,40,33,4.59945833333,-74.0928888889,CO,g/h,3.91962445322,3.91962445322,3.91962445322,3.91962445322,3.91962445322,3.91962445322,3.91962445322,11.7588733597,11.7588733597,11.7588733597,11.7588733597,11.7588733597,11.7588733597,11.7588733597,11.7588733597,11.7588733597,11.7588733597,11.7588733597,11.7588733597,3.91962445322,3.91962445322,3.91962445322,3.91962445322,3.91962445322,3.91962445322
I481,D3140,AHF,92025,DIESEL,40,33,4.60282175616,-74.0938466523,CO,g/h,0.026928679597,0.026928679597,0.026928679597,0.026928679597,0.026928679597,0.026928679597,0.026928679597,0.0807860387913,0.0807860387913,0.0807860387913,0.0807860387913,0.0807860387913,0.0807860387913,0.0807860387913,0.0807860387913,0.0807860387913,0.0807860387913,0.0807860387913,0.0807860387913,0.026928679597,0.026928679597,0.026928679597,0.026928679597,0.026928679597,0.026928679597
I480,D2423,CG3,92048,GNV,40,33,4.59794444444,-74.0939444444,CO,g/h,0.780304882094,0.780304882094,0.780304882094,0.780304882094,0.780304882094,0.780304882094,0.780304882094,2.34091464628,2.34091464628,2.34091464628,2.34091464628,2.34091464628,2.34091464628,2.34091464628,2.34091464628,2.34091464628,2.34091464628,2.34091464628,2.34091464628,0.780304882094,0.780304882094,0.780304882094,0.780304882094,0.780304882094,0.780304882094
I487,D3110,HG2,92048,GNV,36,37,4.59822610796,-74.0938231516,CO,g/h,0.011243225572,0.011243225572,0.011243225572,0.011243225572,0.011243225572,0.011243225572,0.011243225572,0.0337296767159,0.0337296767159,0.0337296767159,0.0337296767159,0.0337296767159,0.0337296767159,0.0337296767159,0.0337296767159,0.0337296767159,0.0337296767159,0.0337296767159,0.0337296767159,0.011243225572,0.011243225572,0.011243225572,0.011243225572,0.011243225572,0.011243225572
I486,D3110,HG2,92048,GNV,29,27,4.59822610796,-74.0938231516,CO,g/h,0.341044509017,0.341044509017,0.341044509017,0.341044509017,0.341044509017,0.341044509017,0.341044509017,1.02313352705,1.02313352705,1.02313352705,1.02313352705,1.02313352705,1.02313352705,1.02313352705,1.02313352705,1.02313352705,1.02313352705,1.02313352705,1.02313352705,0.341044509017,0.341044509017,0.341044509017,0.341044509017,0.341044509017,0.341044509017
I485,D1926,CG3,92048,GNV,30,28,4.59738678284,-74.0947585206,CO,g/h,0.885245106351,0.885245106351,0.885245106351,0.885245106351,0.885245106351,0.885245106351,0.885245106351,2.65573531906,2.65573531906,2.65573531906,2.65573531906,2.65573531906,2.65573531906,2.65573531906,2.65573531906,2.65573531906,2.65573531906,2.65573531906,2.65573531906,0.885245106351,0.885245106351,0.885245106351,0.885245106351,0.885245106351,0.885245106351
I484,D2411,HG3,92048,GNV,30,28,4.59513494526,-74.0958231408,CO,g/h,0.0619727479548,0.0619727479548,0.0619727479548,0.0619727479548,0.0619727479548,0.0619727479548,0.0619727479548,0.185918243865,0.185918243865,0.185918243865,0.185918243865,0.185918243865,0.185918243865,0.185918243865,0.185918243865,0.185918243865,0.185918243865,0.185918243865,0.185918243865,0.0619727479548,0.0619727479548,0.0619727479548,0.0619727479548,0.0619727479548,0.0619727479548
I1008,D1521,GLP,92048,GLP,27,29,4.6133563189,-74.1007713438,CO,g/h,0.0379111140543,0.0379111140543,0.0379111140543,0.0379111140543,0.0379111140543,0.0379111140543,0.0379111140543,0.113733342163,0.113733342163,0.113733342163,0.113733342163,0.113733342163,0.113733342163,0.113733342163,0.113733342163,0.113733342163,0.113733342163,0.113733342163,0.113733342163,0.0379111140543,0.0379111140543,0.0379111140543,0.0379111140543,0.0379111140543,0.0379111140543
