SIC(USA)|250.0|700.0|2000.0|2010.0|2030.0|2070.0|2020.0|2040.0|2099.0|2050.0|2095.0|2060.0|2090.0|2085.0|2084.0|2082.0|2086.0|2281.0|2882.0|2260.0|2882.0|2269.0|2273.0|2298.0|2299.0|2250.0|2370.0|3110.0|2386.0|3021.0|2389.0|2389.0|2400.0|2420.0|2430.0|2450.0|2499.0|2600.0|2650.0|2670.0|2700.0|2750.0|2789.0|3312.0|2911.0|2990.0|2800.0|2870.0|2820.0|2879.0|2851.0|2830.0|2840.0|2890.0|2820.0|7534.0|3000.0|3060.0|5162.0|3080.0|3250.0|3270.0|3281.0|3299.0|3312.0|3330.0|3390.0|3390.0|3320.0|3360.0|3441.0|3441.0|3411.0|3470.0|3420.0|3490.0|3560.0|3567.0|3560.0|3523.0|3540.0|3556.0|3630.0|3621.0|3610.0|3690.0|3640.0|3670.0|3660.0|3800.0|3714.0|3710.0|3714.0|3751.0|2500.0|2510.0|2520.0|2530.0|2590.0|3910.0|3930.0|5091.0|5092.0|3900.0|5093.0|5093.0|7530.0|5541.0|8000.0|7990.0|9511.0|4830.0|7261.0
CIIU|A0123|A0140|D15|D1511|D1521|D1522|D1530|D1541|D1543|D1551|D1563|D1581|D1589|D1591|D1592|D1593|D1594|D1710|D1711|D1712|D1720|D1730|D1742|D1743|D1749|D1750|D1810|D1820|D1910|D1920|D1925|D1926|D20|D2010|D2020|D2030|D2090|D2101|D2102|D2109|D2210|D2220|D2233|D2310|D2321|D2322|D2411|D2412|D2413|D2421|D2422|D2423|D2424|D2429|D2430|D2512|D2513|D2519|D2521|D2529|D2693|D2694|D2696|D2699|D2710|D2729|D273|D2730|D2731|D2732|D2810|D2811|D2812|D2892|D2893|D2899|D2912|D2914|D2919|D2921|D2923|D2925|D2930|D3110|D3120|D3140|D3150|D3190|D3220|D3312|D3410|D3420|D3430|D3591|D3610|D3611|D3612|D3613|D3619|D3691|D3692|D3693|D3694|D3699|D3710|D3720|G5020|G5151|N8511|N8515|O9000|O9213|O9303
PAR|0.478282521879|0.488533065272|0.488533065272|0.488533065272|0.488533065272|1.0|0.488533065272|0.488533065272|0.488533065272|0.488533065272|0.365869594578|0.488533065272|0.488533065272|0.488533065272|0.488533065272|0.488533065272|0.493229726137|0.173520315226|0.173520315226|0.173520315226|0.173520315226|0.173520315226|0.173520315226|0.173520315226|0.173520315226|0.173520315226|0.173520315226|0.173520315226|0.173520315226|0.236288510964|0.236288510964|0.236288510964|0.493229726137|0.22783393831|0.22783393831|0.493229726137|0.22783393831|0.348292443544|0.348292443544|0.348292443544|0.464121705286|0.464121705286|0.464121705286|0.534835920112|0.887251076567|0.451773971364|0.451773971364|0.451773971364|0.0113409014744|0.451773971364|0.451773971364|0.493229726137|0.371406405833|0.371406405833|0.371406405833|0.236288510964|0.236288510964|0.236288510964|0.0|0.0|0.493229726137|0.567219911063|0.493229726137|0.493229726137|0.176965996178|0.176965996178|0.176965996178|0.176965996178|0.176965996178|0.176965996178|0.176965996178|0.176965996178|0.176965996178|0.176965996178|0.176965996178|0.176965996178|0.493229726137|0.493229726137|0.0297285921347|0.493229726137|0.493229726137|0.493229726137|1.0|1.0|0.493229726137|0.493229726137|0.493229726137|0.493229726137|0.493229726137|0.493229726137|0.775638691828|0.775638691828|0.775638691828|0.775638691828|0.493229726137|0.493229726137|0.493229726137|0.493229726137|0.493229726137|0.493229726137|0.493229726137|0.493229726137|0.236288510964|0.493229726137|0.167045459298|0.358182490649|0.775638691828|0.592663963152|0.299450700351|0.299450700351|0.358182490649|0.167045459298|0.167045459298
OLE|0.0118940417704|0.00504704624874|0.00504704624874|0.00504704624874|0.00504704624874|0.0|0.00504704624874|0.00504704624874|0.00504704624874|0.00504704624874|0.0|0.00504704624874|0.00504704624874|0.00504704624874|0.00504704624874|0.00504704624874|0.0115921887427|0.0196069715124|0.0196069715124|0.0196069715124|0.0196069715124|0.0196069715124|0.0196069715124|0.0196069715124|0.0196069715124|0.0196069715124|0.0196069715124|0.0196069715124|0.0196069715124|8.98709315501e-05|8.98709315501e-05|8.98709315501e-05|0.0115921887427|0.000654824058039|0.000654824058039|0.0115921887427|0.000654824058039|0.0361814095204|0.0361814095204|0.0361814095204|0.000176567683474|0.000176567683474|0.000176567683474|0.0|0.0110300087646|0.00665297840616|0.00665297840616|0.00665297840616|0.10404371391|0.00665297840616|0.00665297840616|0.0115921887427|0.0|0.0|0.0|8.98709315501e-05|8.98709315501e-05|8.98709315501e-05|0.115384615385|0.115384615385|0.0115921887427|0.00696296453157|0.0115921887427|0.0115921887427|0.0163873217991|0.0163873217991|0.0163873217991|0.0163873217991|0.0163873217991|0.0163873217991|0.0163873217991|0.0163873217991|0.0163873217991|0.0163873217991|0.0163873217991|0.0163873217991|0.0115921887427|0.0115921887427|0.00332680995325|0.0115921887427|0.0115921887427|0.0115921887427|0.0|0.0|0.0115921887427|0.0115921887427|0.0115921887427|0.0115921887427|0.0115921887427|0.0115921887427|0.000295009569008|0.000295009569008|0.000295009569008|0.000295009569008|0.0115921887427|0.0115921887427|0.0115921887427|0.0115921887427|0.0115921887427|0.0115921887427|0.0115921887427|0.0115921887427|8.98709315501e-05|0.0115921887427|0.0197657705539|0.0119492172497|0.000295009569008|0.0152086522136|0.00717949140819|0.00717949140819|0.0119492172497|0.0197657705539|0.0197657705539
TOL|0.139095505039|0.0789050609517|0.0789050609517|0.0789050609517|0.0789050609517|0.0|0.0789050609517|0.0789050609517|0.0789050609517|0.0789050609517|0.0|0.0789050609517|0.0789050609517|0.0789050609517|0.0789050609517|0.0789050609517|0.223944830245|0.306533605206|0.306533605206|0.306533605206|0.306533605206|0.306533605206|0.306533605206|0.306533605206|0.306533605206|0.306533605206|0.306533605206|0.306533605206|0.306533605206|0.355447776621|0.355447776621|0.355447776621|0.223944830245|0.010237459628|0.010237459628|0.223944830245|0.010237459628|0.225571676509|0.225571676509|0.225571676509|0.460388063139|0.460388063139|0.460388063139|0.112121643913|0.0482252734486|0.160337899321|0.160337899321|0.160337899321|0.884615384615|0.160337899321|0.160337899321|0.223944830245|0.0|0.0|0.0|0.355447776621|0.355447776621|0.355447776621|0.884615384615|0.884615384615|0.223944830245|0.122569560455|0.223944830245|0.223944830245|0.256197895099|0.256197895099|0.256197895099|0.256197895099|0.256197895099|0.256197895099|0.256197895099|0.256197895099|0.256197895099|0.256197895099|0.256197895099|0.256197895099|0.223944830245|0.223944830245|0.0470565440814|0.223944830245|0.223944830245|0.223944830245|0.0|0.0|0.223944830245|0.223944830245|0.223944830245|0.223944830245|0.223944830245|0.223944830245|0.025464429002|0.025464429002|0.025464429002|0.025464429002|0.223944830245|0.223944830245|0.223944830245|0.223944830245|0.223944830245|0.223944830245|0.223944830245|0.223944830245|0.355447776621|0.223944830245|0.309016254943|0.253052577498|0.025464429002|0.143222100761|0.112243514176|0.112243514176|0.253052577498|0.309016254943|0.309016254943
XYL|0.148295471808|0.0841239495022|0.0841239495022|0.0841239495022|0.0841239495022|0.0|0.0841239495022|0.0841239495022|0.0841239495022|0.0841239495022|0.0|0.0841239495022|0.0841239495022|0.0841239495022|0.0841239495022|0.0841239495022|0.170825811641|0.326808156715|0.326808156715|0.326808156715|0.326808156715|0.326808156715|0.326808156715|0.326808156715|0.326808156715|0.326808156715|0.326808156715|0.326808156715|0.326808156715|0.408009934333|0.408009934333|0.408009934333|0.170825811641|0.0109145791967|0.0109145791967|0.170825811641|0.0109145791967|0.240491295424|0.240491295424|0.240491295424|0.074519895404|0.074519895404|0.074519895404|0.112115818332|0.02808597224|0.2013739299|0.2013739299|0.2013739299|0.0|0.2013739299|0.2013739299|0.170825811641|0.0|0.0|0.0|0.408009934333|0.408009934333|0.408009934333|0.0|0.0|0.170825811641|0.243060041422|0.170825811641|0.170825811641|0.32846409732|0.32846409732|0.32846409732|0.32846409732|0.32846409732|0.32846409732|0.32846409732|0.32846409732|0.32846409732|0.32846409732|0.32846409732|0.32846409732|0.170825811641|0.170825811641|0.903288244906|0.170825811641|0.170825811641|0.170825811641|0.0|0.0|0.170825811641|0.170825811641|0.170825811641|0.170825811641|0.170825811641|0.170825811641|0.198063829358|0.198063829358|0.198063829358|0.198063829358|0.170825811641|0.170825811641|0.170825811641|0.170825811641|0.170825811641|0.170825811641|0.170825811641|0.170825811641|0.408009934333|0.170825811641|0.329455012298|0.265405201156|0.198063829358|0.157952088519|0.119667453578|0.119667453578|0.265405201156|0.329455012298|0.329455012298
FORM|0.0070912721965|0.00402268401651|0.00402268401651|0.00402268401651|0.00402268401651|0.0|0.00402268401651|0.00402268401651|0.00402268401651|0.00402268401651|0.0|0.00402268401651|0.00402268401651|0.00402268401651|0.00402268401651|0.00402268401651|0.00811587723255|0.0156274872526|0.0156274872526|0.0156274872526|0.0156274872526|0.0156274872526|0.0156274872526|0.0156274872526|0.0156274872526|0.0156274872526|0.0156274872526|0.0156274872526|0.0156274872526|0.0|0.0|0.0|0.00811587723255|0.160769779156|0.160769779156|0.00811587723255|0.160769779156|0.0114999414071|0.0114999414071|0.0114999414071|5.35944803028e-05|5.35944803028e-05|5.35944803028e-05|0.0|0.0|0.00529224682606|0.00529224682606|0.00529224682606|0.0|0.00529224682606|0.00529224682606|0.00811587723255|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00811587723255|0.00539513252848|0.00811587723255|0.00811587723255|0.013061306401|0.013061306401|0.013061306401|0.013061306401|0.013061306401|0.013061306401|0.013061306401|0.013061306401|0.013061306401|0.013061306401|0.013061306401|0.013061306401|0.00811587723255|0.00811587723255|0.00143170691608|0.00811587723255|0.00811587723255|0.00811587723255|0.0|0.0|0.00811587723255|0.00811587723255|0.00811587723255|0.00811587723255|0.00811587723255|0.00811587723255|0.0|0.0|0.0|0.0|0.00811587723255|0.00811587723255|0.00811587723255|0.00811587723255|0.00811587723255|0.00811587723255|0.00811587723255|0.00811587723255|0.0|0.00811587723255|0.0157540560087|0.00952397162045|0.0|0.0065246712192|0.00572232230716|0.00572232230716|0.00952397162045|0.0157540560087|0.0157540560087
ALD2|0.00557039191999|0.00315993039349|0.00315993039349|0.00315993039349|0.00315993039349|0.0|0.00315993039349|0.00315993039349|0.00315993039349|0.00315993039349|0.0|0.00315993039349|0.00315993039349|0.00315993039349|0.00315993039349|0.00315993039349|0.00637524772807|0.0122758267218|0.0122758267218|0.0122758267218|0.0122758267218|0.0122758267218|0.0122758267218|0.0122758267218|0.0122758267218|0.0122758267218|0.0122758267218|0.0122758267218|0.0122758267218|0.0|0.0|0.0|0.00637524772807|0.356043490523|0.356043490523|0.00637524772807|0.356043490523|0.00903352443955|0.00903352443955|0.00903352443955|4.20999577737e-05|4.20999577737e-05|4.20999577737e-05|0.0|0.0|0.00415720735879|0.00415720735879|0.00415720735879|0.0|0.00415720735879|0.00415720735879|0.00637524772807|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00637524772807|0.00423802694512|0.00637524772807|0.00637524772807|0.0154810704659|0.0154810704659|0.0154810704659|0.0154810704659|0.0154810704659|0.0154810704659|0.0154810704659|0.0154810704659|0.0154810704659|0.0154810704659|0.0154810704659|0.0154810704659|0.00637524772807|0.00637524772807|0.00112464567938|0.00637524772807|0.00637524772807|0.00637524772807|0.0|0.0|0.00637524772807|0.00637524772807|0.00637524772807|0.00637524772807|0.00637524772807|0.00637524772807|0.0|0.0|0.0|0.0|0.00637524772807|0.00637524772807|0.00637524772807|0.00637524772807|0.00637524772807|0.00637524772807|0.00637524772807|0.00637524772807|0.0|0.00637524772807|0.0123752500068|0.00748134510856|0.0|0.0113610895083|0.00449504363394|0.00449504363394|0.00748134510856|0.0123752500068|0.0123752500068
ETH|0.0105018383095|0.00595740453067|0.00595740453067|0.00595740453067|0.00595740453067|0.0|0.00595740453067|0.00595740453067|0.00595740453067|0.00595740453067|0.0|0.00595740453067|0.00595740453067|0.00595740453067|0.00595740453067|0.00595740453067|0.0120192298468|0.0231435685675|0.0231435685675|0.0231435685675|0.0231435685675|0.0231435685675|0.0231435685675|0.0231435685675|0.0231435685675|0.0231435685675|0.0231435685675|0.0231435685675|0.0231435685675|0.0|0.0|0.0|0.0120192298468|0.000772937599121|0.000772937599121|0.0120192298468|0.000772937599121|0.0362809170992|0.0362809170992|0.0362809170992|7.93708873141e-05|7.93708873141e-05|7.93708873141e-05|0.224155102004|0.0140381929731|0.00909756923766|0.00909756923766|0.00909756923766|0.0|0.00909756923766|0.00909756923766|0.0120192298468|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0120192298468|0.00798993578337|0.0120192298468|0.0120192298468|0.0193431762501|0.0193431762501|0.0193431762501|0.0193431762501|0.0193431762501|0.0193431762501|0.0193431762501|0.0193431762501|0.0193431762501|0.0193431762501|0.0193431762501|0.0193431762501|0.0120192298468|0.0120192298468|0.00212029014295|0.0120192298468|0.0120192298468|0.0120192298468|0.0|0.0|0.0120192298468|0.0120192298468|0.0120192298468|0.0120192298468|0.0120192298468|0.0120192298468|0.0|0.0|0.0|0.0|0.0120192298468|0.0120192298468|0.0120192298468|0.0120192298468|0.0120192298468|0.0120192298468|0.0120192298468|0.0120192298468|0.0|0.0120192298468|0.0233310109015|0.0141045509537|0.0|0.00522948324933|0.00847448835123|0.00847448835123|0.0141045509537|0.0233310109015|0.0233310109015
ISOP|0.000188383646833|0.000106864870518|0.000106864870518|0.000106864870518|0.000106864870518|0.0|0.000106864870518|0.000106864870518|0.000106864870518|0.000106864870518|0.0|0.000106864870518|0.000106864870518|0.000106864870518|0.000106864870518|0.000106864870518|0.000215602857704|0.000415153015975|0.000415153015975|0.000415153015975|0.000415153015975|0.000415153015975|0.000415153015975|0.000415153015975|0.000415153015975|0.000415153015975|0.000415153015975|0.000415153015975|0.000415153015975|0.0|0.0|0.0|0.000215602857704|1.38650776565e-05|1.38650776565e-05|0.000215602857704|1.38650776565e-05|0.000305502431808|0.000305502431808|0.000305502431808|1.42376760753e-06|1.42376760753e-06|1.42376760753e-06|0.0|0.0|0.000140591522848|0.000140591522848|0.000140591522848|0.0|0.000140591522848|0.000140591522848|0.000215602857704|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.000215602857704|0.000143324739581|0.000215602857704|0.000215602857704|0.000346980973801|0.000346980973801|0.000346980973801|0.000346980973801|0.000346980973801|0.000346980973801|0.000346980973801|0.000346980973801|0.000346980973801|0.000346980973801|0.000346980973801|0.000346980973801|0.000215602857704|0.000215602857704|3.80341020022e-05|0.000215602857704|0.000215602857704|0.000215602857704|0.0|0.0|0.000215602857704|0.000215602857704|0.000215602857704|0.000215602857704|0.000215602857704|0.000215602857704|0.0|0.0|0.0|0.0|0.000215602857704|0.000215602857704|0.000215602857704|0.000215602857704|0.000215602857704|0.000215602857704|0.000215602857704|0.000215602857704|0.0|0.000215602857704|0.000418515386393|0.000253009679572|0.0|9.38073027339e-05|0.000152016720654|0.000152016720654|0.000253009679572|0.000418515386393|0.000418515386393
